"Article_ID","Full_Title","Link_to_Article","Journal","Year","Month","First Author Gender","pubmed_query","pubmed_id","ForeName","LastName"
"Ardissino et al. (2004)","Sirolimus-Eluting vs Uncoated Stents for Prevention of Restenosis in Small Coronary Arteries:    A Randomized Trial","http://jama.jamanetwork.com/article.aspx?articleid=199951","JAMA","2004","12 - Dec","Male","Ardissino 2004 Sirolimus Eluting Uncoated Stents Prevention Restenosis Small Coronary Arteries Randomized Trial","15585732.0","Diego","Ardissino"
"Arioglu et al. (2000)","Efficacy and Safety of Troglitazone in the Treatment of Lipodystrophy Syndromes","http://annals.org/article.aspx?articleid=713800","Annals of Internal Medicine","2000","08 - Aug","Female","Arioglu 2000 Efficacy Safety Troglitazone Treatment Lipodystrophy Syndromes","10929166.0","E","Arioglu"
"Armitage et al. (2007)","Mortality in men admitted to hospital with acute urinary retention: database analysis","","BMJ","2007","12 - Dec","Male","Armitage 2007 Mortality admitted hospital acute urinary retention database analysis","17991937.0","James N","Armitage"
"Armstrong et al. (2005)","Racial Differences in the Use of BRCA1/2 Testing Among Women With a Family History of Breast or Ovarian Cancer","http://jama.jamanetwork.com/article.aspx?articleid=200689","JAMA","2005","04 - Apr","Female","Armstrong 2005 Racial Differences BRCA1 Testing Among Women Family History Breast Ovarian Cancer","15827311.0","Katrina","Armstrong"
"Armstrong et al. (2013)","Fibrinolysis or Primary PCI in ST-Segment Elevation Myocardial Infarction","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1301092","NEJM","2013","04 - Apr","Male","Armstrong 2013 Fibrinolysis Primary Segment Elevation Myocardial Infarction","23473396.0","Paul W","Armstrong"
"Arnulf et al. (2002)","Prevalence of Monoclonal Gammopathy in Patients With Primary Hyperparathyroidism:   A Prospective Study","http://archinte.jamanetwork.com/article.aspx?articleid=211212","Archives of Internal Medicine","2002","02 - Feb","Male","Arnulf 2002 Prevalence Monoclonal Gammopathy Patients Primary Hyperparathyroidism Prospective Study","11863481.0","Bertrand","Arnulf"
"Aronson et al. (1997)","Use of Testosterone To Prevent Cyclophosphamide-Induced Azoospermia","http://annals.org/article.aspx?articleid=710324","Annals of Internal Medicine","1997","02 - Feb","Male","Aronson 1997 Testosterone Prevent Cyclophosphamide Induced Azoospermia","","",""
"Arora et al. (2011)","Outcomes of Treatment for Hepatitis C Virus Infection by Primary Care Providers","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1009370","NEJM","2011","06 - Jun","Male","Arora 2011 Outcomes Treatment Hepatitis Virus Infection Primary Providers","21631316.0","Sanjeev","Arora"
"Arruda-Olson et al. (2002)","Cardiovascular Effects of Sildenafil During Exercise in Men With Known or Probable Coronary Artery Disease:","http://jama.jamanetwork.com/article.aspx?articleid=194635","JAMA","2002","02 - Feb","Female","Arruda-Olson 2002 Cardiovascular Effects Sildenafil During Exercise Known Probable Coronary Artery Disease","11851538.0","Adelaide M","Arruda-Olson"
"Arteriovenous Malformation Study Group (1999)","Arteriovenous Malformations of the Brain in Adults","http://www.nejm.org/doi/full/10.1056/NEJM199906103402307","NEJM","1999","06 - Jun","Unknown","1999 Arteriovenous Malformations Brain Adults","","",""
"Arthur et al. (2000)","Effect of a Preoperative Intervention on Preoperative and Postoperative Outcomes in Low-Risk Patients Awaiting Elective Coronary Artery Bypass Graft Surgery","http://annals.org/article.aspx?articleid=713797","Annals of Internal Medicine","2000","08 - Aug","Female","Arthur 2000 Effect Preoperative Intervention Preoperative Postoperative Outcomes Patients Awaiting Elective Coronary Artery Bypass Graft Surgery","10929164.0","H M","Arthur"
"Ascherio et al. (1999)","Relation of Consumption of Vitamin E| Vitamin C| and Carotenoids to Risk for Stroke among Men in the United States","http://annals.org/article.aspx?articleid=712757","Annals of Internal Medicine","1999","06 - Jun","Male","Ascherio 1999 Relation Consumption Vitamin Vitamin Carotenoids Stroke among United States","10383366.0","A","Ascherio"
"Ashcroft et al. (2000)","Systematic review of comparative efficacy and tolerability of calcipotriol in treating chronic plaque psoriasis","","BMJ","2000","04 - Apr","Male","Ashcroft 2000 Systematic review comparative efficacy tolerability calcipotriol treating chronic plaque psoriasis","10753146.0","D M","Ashcroft"
"Asvold et al. (2008)","Thyrotropin Levels and Risk of Fatal Coronary Heart Disease The HUNT Study","http://archinte.jamanetwork.com/article.aspx?articleid=414170","Archives of Internal Medicine","2008","04 - Apr","Male","Asvold 2008 Thyrotropin Levels Fatal Coronary Heart Disease Study","18443261.0","Bjørn O","Asvold"
"Atherton et al. (1997)","Diastolic ventricular interaction in chronic heart failure","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(96)05109-4/abstract","The Lancet","1997","06 - Jun","Male","Atherton 1997 Diastolic ventricular interaction chronic heart failure","9193381.0","J J","Atherton"
"Atlas et al. (1998)","Safely Increasing the Proportion of Patients With Community-Acquired Pneumonia Treated as Outpatients:   An Interventional Trial","http://archinte.jamanetwork.com/article.aspx?articleid=207238","Archives of Internal Medicine","1998","06 - Jun","Male","Atlas 1998 Safely Increasing Proportion Patients Community Acquired Pneumonia Treated Outpatients Interventional Trial","9645830.0","S J","Atlas"
"Atmar et al. (1998)","Respiratory Tract Viral Infections in Inner-City Asthmatic Adults","http://archinte.jamanetwork.com/article.aspx?articleid=1105612","Archives of Internal Medicine","1998","12 - Dec","Male","Atmar 1998 Respiratory Tract Viral Infections Inner Asthmatic Adults","9855383.0","R L","Atmar"
"Atmar et al. (2011)","Norovirus Vaccine against Experimental Human Norwalk Virus Illness","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1101245","NEJM","2011","12 - Dec","Male","Atmar 2011 Norovirus Vaccine against Experimental Human Norwalk Virus Illness","22150036.0","Robert L","Atmar"
"Atrial Fibrillation Investigators (1998)","Echocardiographic Predictors of Stroke in Patients With Atrial Fibrillation:   A Prospective Study of 1066 Patients From 3 Clinical Trials","http://archinte.jamanetwork.com/article.aspx?articleid=207367","Archives of Internal Medicine","1998","06 - Jun","Male","Atrial Fibrillation Investigators 1998 Echocardiographic Predictors Stroke Patients Atrial Fibrillation Prospective Study Patients Clinical Trials","","",""
"Aubert et al. (1998)","Nurse Case Management To Improve Glycemic Control in Diabetic Patients in a Health Maintenance Organization: A Randomized| Controlled Trial","http://annals.org/article.aspx?articleid=711732","Annals of Internal Medicine","1998","10 - Oct","Male","Aubert 1998 Nurse Management Improve Glycemic Control Diabetic Patients Health Maintenance Organization Randomized Controlled Trial","9786807.0","R E","Aubert"
"Aubry et al. (2002)","Sixty-three Cases of Mycobacterium marinum Infection Clinical Features| Treatment| and Antibiotic Susceptibility of Causative Isolates","http://archinte.jamanetwork.com/article.aspx?articleid=754060","Archives of Internal Medicine","2002","08 - Aug","Female","Aubry 2002 Sixty three Cases Mycobacterium marinum Infection Clinical Features Treatment Antibiotic Susceptibility Causative Isolates","12153378.0","Alexandra","Aubry"
"Aude et al. (2004)","The National Cholesterol Education Program Diet vs a Diet Lower in Carbohydrates and Higher in Protein and Monounsaturated Fat:   A Randomized Trial","http://archinte.jamanetwork.com/article.aspx?articleid=217514","Archives of Internal Medicine","2004","10 - Oct","Male","Aude 2004 National Cholesterol Education Program Lower Carbohydrates Higher Protein Monounsaturated Randomized Trial","15505128.0","Y Wady","Aude"
"Auer et al. (2012)","Association of Major and Minor ECG Abnormalities With Coronary Heart Disease Events","http://jama.jamanetwork.com/article.aspx?articleid=1148371","JAMA","2012","04 - Apr","Male","Auer 2012 Association Major Minor Abnormalities Coronary Heart Disease Events","22496264.0","Reto","Auer"
"Auerbach et al. (2003)","How Physicians Perceive Hospitalist Services After Implementation:   Anticipation vs Reality","http://archinte.jamanetwork.com/article.aspx?articleid=216225","Archives of Internal Medicine","2003","10 - Oct","Male","Auerbach 2003 Physicians Perceive Hospitalist Services After Implementation Anticipation Reality","14581253.0","Andrew D","Auerbach"
"Auerbach et al. (2010)","Comanagement of Surgical Patients Between Neurosurgeons and Hospitalists","http://archinte.jamanetwork.com/article.aspx?articleid=776455","Archives of Internal Medicine","2010","12 - Dec","Male","Auerbach 2010 Comanagement Surgical Patients Between Neurosurgeons Hospitalists","21149758.0","Andrew D","Auerbach"
"Auerbach et al. (2013)","Perioperative Use of Selective Serotonin Reuptake Inhibitors and Risks for Adverse Outcomes of Surgery","http://archinte.jamanetwork.com/article.aspx?articleid=1682366","Archives of Internal Medicine","2013","06 - Jun","Male","Auerbach 2013 Perioperative Selective Serotonin Reuptake Inhibitors Risks Adverse Outcomes Surgery","23699725.0","Andrew D","Auerbach"
"Auperin et al. (1999)","PROPHYLACTIC CRANIAL IRRADIATION FOR PATIENTS WITH SMALL-CELL  LUNG CANCER IN COMPLETE REMISSION","http://www.nejm.org/doi/pdf/10.1056/NEJM199908123410703","NEJM","1999","08 - Aug","Female","Auperin 1999 PROPHYLACTIC CRANIAL IRRADIATION PATIENTS SMALL CANCER COMPLETE REMISSION","10441603.0","A","Aupérin"
"Autier et al. (2010)","Disparities in breast cancer mortality trends between 30 European countries: retrospective trend analysis of WHO mortality database","","BMJ","2010","08 - Aug","Male","Autier 2010 Disparities breast cancer mortality trends between European countries retrospective trend analysis mortality database","20702548.0","Philippe","Autier"
"Avants et al. (2000)","A Randomized Controlled Trial of Auricular Acupuncture for Cocaine Dependence","http://archinte.jamanetwork.com/article.aspx?articleid=746723","Archives of Internal Medicine","2000","08 - Aug","Female","Avants 2000 Randomized Controlled Trial Auricular Acupuncture Cocaine Dependence","10927727.0","S K","Avants"
"Averbuch et al. (2000)","A Search for Sex Differences in Response to Analgesia","http://archinte.jamanetwork.com/article.aspx?articleid=747596","Archives of Internal Medicine","2000","12 - Dec","Male","Averbuch 2000 Search Differences Response Analgesia","11112235.0","M","Averbuch"
"Aveyard et al. (1999)","Cluster randomised controlled trial of expert system based on the transtheoretical (“stages of change”) model for smoking prevention and cessation in schools","","BMJ","1999","10 - Oct","Male","Aveyard 1999 Cluster randomised controlled trial expert system based transtheoretical “stages change” model smoking prevention cessation schools","10514156.0","P","Aveyard"
"Avins et al. (1998)","Improving the Prediction of Coronary Heart Disease to Aid in the Management of High Cholesterol Levels:    What a Difference a Decade Makes","http://jama.jamanetwork.com/article.aspx?articleid=187225","JAMA","1998","02 - Feb","Male","Avins 1998 Improving Prediction Coronary Heart Disease Management Cholesterol Levels Difference Decade Makes","9466637.0","A L","Avins"
"Ayalon et al. (2009)","Spouse-Rated vs Self-rated Health as Predictors of Mortality","http://archinte.jamanetwork.com/article.aspx?articleid=415349","Archives of Internal Medicine","2009","12 - Dec","Female","Ayalon 2009 Spouse Rated rated Health Predictors Mortality","20008702.0","Liat","Ayalon"
"Ayanian et al. (1997)","Treatment and Outcomes of Acute Myocardial Infarction Among Patients of Cardiologists and Generalist Physicians","http://archinte.jamanetwork.com/article.aspx?articleid=624141","Archives of Internal Medicine","1997","12 - Dec","Male","Ayanian 1997 Treatment Outcomes Acute Myocardial Infarction Among Patients Cardiologists Generalist Physicians","9531225.0","J Z","Ayanian"
"Baarslag et al. (2002)","Prospective Study of Color Duplex Ultrasonography Compared with Contrast Venography in Patients Suspected of Having Deep Venous Thrombosis of the Upper Extremities","http://annals.org/article.aspx?articleid=715340","Annals of Internal Medicine","2002","06 - Jun","Male","Baarslag 2002 Prospective Study Color Duplex Ultrasonography Compared Contrast Venography Patients Suspected Having Venous Thrombosis Upper Extremities","12069560.0","Henk-Jan","Baarslag"
"Babapulle et al. (2004)","A hierarchical Bayesian meta-analysis of randomised clinical trials of drug-eluting stents","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(04)16850-5/abstract","The Lancet","2004","08 - Aug","Male","Babapulle 2004 hierarchical Bayesian analysis randomised clinical trials eluting stents","15313358.0","Mohan N","Babapulle"
"Babu et al. (2005)","Type 2 Diabetes| Glycemic Control| and Continuous Positive Airway Pressure in Obstructive Sleep Apnea","http://archinte.jamanetwork.com/article.aspx?articleid=486425","Archives of Internal Medicine","2005","02 - Feb","Female","Babu 2005 Diabetes Glycemic Control Continuous Positive Airway Pressure Obstructive Sleep Apnea","15738376.0","Ambika R","Babu"
"Bacon et al. (1999)","HFE Genotype in Patients with Hemochromatosis and Other Liver Diseases","http://annals.org/article.aspx?articleid=712756","Annals of Internal Medicine","1999","06 - Jun","Male","Bacon 1999 Genotype Patients Hemochromatosis Other Liver Diseases","10383365.0","B R","Bacon"
"Baert et al. (2003)","Influence of Immunogenicity on the Long-Term Efficacy of Infliximab in Crohn's Disease","http://www.nejm.org/doi/full/10.1056/NEJMoa020888","NEJM","2003","02 - Feb","Male","Baert 2003 Influence Immunogenicity Efficacy Infliximab Crohn Disease","12584368.0","Filip","Baert"
"Baglietto et al. (2005)","Does dietary folate intake modify effect of alcohol consumption on breast cancer risk? Prospective cohort study","","BMJ","2005","10 - Oct","Female","Baglietto 2005 dietary folate intake modify effect alcohol consumption breast cancer Prospective cohort study","16087654.0","Laura","Baglietto"
"Bahrami et al. (2008)","Differences in the Incidence of Congestive Heart Failure by Ethnicity:   The Multi-Ethnic Study of Atherosclerosis","http://archinte.jamanetwork.com/article.aspx?articleid=414579","Archives of Internal Medicine","2008","10 - Oct","Male","Bahrami 2008 Differences Incidence Congestive Heart Failure Ethnicity Multi Ethnic Study Atherosclerosis","18955644.0","Hossein","Bahrami"
"Bailey et al. (2005)","Improving Processes of Hospital Care During the Last Hours of Life","http://archinte.jamanetwork.com/article.aspx?articleid=765528","Archives of Internal Medicine","2005","08 - Aug","Male","Bailey 2005 Improving Processes Hospital During Hours","16087819.0","F Amos","Bailey"
